ID	Disminucion	Ventas
2	3	1.037618
2	3	2523.453336
2	3	32.644994
2	3	4.947419
2	3	1.806143
2	3	6.585505
2	3	0.327948
2	3	4.715852
2	3	3.189342
2	3	313.915872
2	2	48.028384
1	2	197.399707
1	3	98.964333
2	2	40.187974
2	3	37.293925
2	2	93.059263
2	3	1.582288
2	3	271.346703
2	3	68.361132
2	3	14.090843
1	3	8.422763
2	2	10.123081
2	3	21.297133
2	3	13.81742
1	2	17.159101
2	3	18.786939
2	3	80.84147
2	3	9.869894
1	3	38.304845
1	3	55.526163
1	3	39.559733
2	3	71.518631
2	3	28.70615
2	3	39.241949
2	3	152.979905
2	3	163.365315
2	3	1.406963
2	2	1.869537
2	3	8.488024
1	2	13.707076
2	3	16.929692
2	3	1.278254
1	3	2.92156
2	3	10.797254
2	3	74.815147
2	3	10.425431
2	3	4.341585
2	2	1.07382
1	2	0.869406
2	3	5.082331
2	1	12.325418
2	3	0.297
2	3	5.410056
2	3	4.011764
2	3	3.670031
2	3	0.796981
2	3	4.523383
2	3	2.652153
2	3	8.993854
1	3	5.323164
2	3	0.654999
1	3	114.148835
1	2	5.417675
2	3	1.87516
2	3	4.322285
2	3	7.835689
2	3	10.837093
2	3	10.94744
2	3	15.882642
2	3	2.165489
2	2	5.78949
2	2	1.088975
2	3	4.200922
2	3	10.395539
1	3	1.798201
2	3	6.086726
2	3	22.353436
2	3	133.28819
1	1	72.171004
2	3	225.541167
1	2	5.321794
2	3	11.795323
2	3	95.978121
2	3	45.697514
2	3	0.331113
2	3	1.672094
2	3	1.65044
2	3	24.471457
2	1	1149.477267
2	2	3.227704
2	3	54.945811
2	3	0.845838
2	3	11.252714
2	3	1.139123
2	3	433.909694
1	1	95.992804
2	3	432.615005
2	3	0.23
2	3	0.464784
2	3	0.210397
2	3	2.653151
2	3	0.836495
1	2	21.987236
2	3	0.954681
2	3	0.387626
2	3	2.374719
2	2	2.10113
2	3	1.411123
2	3	3.379706
2	3	0.3209
2	2	1.05
2	3	3.341511
1	2	0.887
2	3	5.053276
2	3	2.451548
2	3	0.458
2	3	1.14
2	3	1.287817
2	3	0.350312
2	3	0.13
2	3	0.9
2	3	2.191391
2	3	2.565196
2	3	1.060905
2	3	0.771025
2	3	0.637647
1	3	3.628922
2	3	6.320707
2	2	0.718757
2	2	0.863706
2	2	0.544683
2	3	2.014275
2	3	1.707246
2	1	0.84225
2	3	1.98543
2	3	1.9
2	2	0.915203
2	3	1.390525
2	3	9.262952
2	3	2.22656
2	3	0.541137
2	3	0.506345
2	3	0.835
2	3	0.516359
2	3	2.313139
2	2	1.241662
2	3	3.201517
2	3	0.939343
2	3	0.058334
2	2	0.389644
2	2	0.50894
2	2	1.057
2	3	2.414258
2	3	31.249486
2	3	47.763328
2	3	3.288017
2	3	4.909
2	3	0.991074
2	3	1.520703
2	3	65.87629
2	3	2.313139
2	3	660.908452
2	3	0.269296
2	3	10.90596
2	3	3.22912
